Kind,Name,AvgCyclomatic,CountLine,CountLineCode,CountLineComment,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic
Module File,"gen_gell_mann.py",4,85,19,46,0,4,,2,2.42,4
Module File,"gen_pauli.py",1,80,7,52,0,1,,0,7.43,1
Module File,"gen_pauli_x.py",1,55,3,38,0,1,,0,12.67,1
Module File,"gen_pauli_z.py",1,58,6,36,0,1,,0,6.00,1
Module File,"ghz.py",6,85,15,48,0,6,,1,3.20,6
Module File,"gisin.py",2,69,14,40,0,2,,1,2.86,2
Module File,"hadamard.py",2,63,11,33,0,2,,1,3.00,3
Module File,"has_same_dimension.py",6,64,17,31,0,6,,2,1.82,6
Module File,"has_symmetric_extension.py",7,140,35,74,0,7,,2,2.11,7
Package,"helper",0,0,0,0,,0,,0,,0
Package,"helper",0,0,0,0,,0,,0,,0
Package,"helper",0,0,0,0,,0,,0,,0
Package,"helper",0,0,0,0,,0,,0,,0
Package,"helper",0,0,0,0,,0,,0,,0
Package,"helper",0,0,0,0,,0,,0,,0
Package,"helper",0,7,5,1,,0,,0,,0
Package,"helper",9,146,74,43,,13,,2,,17
Package,"helper",4,23,13,6,,4,,1,,4
Package,"helper",1,16,7,5,,1,,0,,1
Package,"helper",6,285,184,40,,19,,6,,51
Package,"helper",0,1,0,1,,0,,0,,0
Package,"helper",0,0,0,0,,0,,0,,0
Package,"helper",0,0,0,0,,0,,0,,0
Package,"helper",0,0,0,0,,0,,0,,0
Package,"helper",0,0,0,0,,0,,0,,0
Package,"helper",0,0,0,0,,0,,0,,0
Package,"helper",5,76,16,44,,5,,3,,5
Package,"helper",0,0,0,0,,0,,0,,0
Package,"helper",0,0,0,0,,0,,0,,0
Function,"helper.channel_dim._expand_dim",,16,10,3,4,,,1,0.30,
Function,"helper.channel_dim.channel_dim",,121,62,39,13,,,2,0.63,
Function,"helper.expr_as_np_array.expr_as_np_array",,17,11,5,4,,,1,0.45,
Function,"helper.np_array_as_expr.np_array_as_expr",,9,4,4,1,,,0,1.00,
Function,"helper.npa_hierarchy._gen_words",,30,21,4,13,,,6,0.19,
Function,"helper.npa_hierarchy._get_nonlocal_game_params",,12,10,0,1,,,0,0.00,
Function,"helper.npa_hierarchy._is_meas",,6,5,0,2,,,1,0.00,
Function,"helper.npa_hierarchy._is_meas_on_one_player",,2,2,0,1,,,0,0.00,
Function,"helper.npa_hierarchy._is_zero",,2,2,0,1,,,0,0.00,
Function,"helper.npa_hierarchy._parse",,19,14,2,6,,,4,0.14,
Function,"helper.npa_hierarchy._reduce",,26,19,3,7,,,2,0.16,
Function,"helper.npa_hierarchy.npa_constraints",,161,107,27,19,,,4,0.25,
Package,"helper.tests",0,1,0,1,,0,,0,,0
Package,"helper.tests",1,114,66,17,,3,,1,,15
Package,"helper.tests",1,26,13,4,,1,,0,,3
Package,"helper.tests",1,14,7,2,,1,,0,,1
Package,"helper.tests",4,105,67,13,,12,,4,,17
Package,"helper.tests",1,27,13,9,,1,,0,,1
Function,"helper.tests.test_channel_dim.test_channel_dim_choi",,4,3,1,1,,,0,0.33,
Function,"helper.tests.test_channel_dim.test_channel_dim_choi_non_square",,6,5,1,1,,,0,0.20,
Function,"helper.tests.test_channel_dim.test_channel_dim_choi_non_square_and_allow_rect_disabled",,4,3,1,1,,,1,0.33,
Function,"helper.tests.test_channel_dim.test_channel_dim_choi_with_wrong_dim_input",,4,3,1,1,,,1,0.33,
Function,"helper.tests.test_channel_dim.test_channel_dim_cpt_kraus",,10,8,1,3,,,1,0.13,
Function,"helper.tests.test_channel_dim.test_channel_dim_kraus",,13,7,4,1,,,0,0.57,
Function,"helper.tests.test_channel_dim.test_channel_dim_non_square",,8,7,1,1,,,0,0.14,
Function,"helper.tests.test_channel_dim.test_channel_dim_non_square_and_allow_rect_disabled",,6,5,1,1,,,1,0.20,
Function,"helper.tests.test_channel_dim.test_channel_dim_with_compute_env_dim_disabled",,4,3,1,1,,,0,0.33,
Function,"helper.tests.test_channel_dim.test_channel_dim_with_invalid_dim_input",,4,3,1,1,,,1,0.33,
Function,"helper.tests.test_channel_dim.test_channel_dim_with_kraus_op_of_different_shapes",,6,5,1,1,,,1,0.20,
Function,"helper.tests.test_channel_dim.test_channel_dim_with_vector_dim_input",,5,4,1,1,,,0,0.25,
Function,"helper.tests.test_channel_dim.test_channel_dim_with_wrong_dim_input",,5,4,1,1,,,1,0.25,
Function,"helper.tests.test_expr_as_np_array.test_expr_as_np_array",,6,4,1,1,,,0,0.25,
Function,"helper.tests.test_expr_as_np_array.test_expr_as_np_array_scalar",,4,3,1,1,,,0,0.33,
Function,"helper.tests.test_expr_as_np_array.test_expr_as_np_array_vector",,4,3,1,1,,,0,0.33,
Function,"helper.tests.test_np_array_as_expr.test_np_array_as_expr",,6,4,1,1,,,0,0.25,
Function,"helper.tests.test_npa_hierarchy.cglmp_inequality",,38,28,1,12,,,4,0.04,
Function,"helper.tests.test_npa_hierarchy.test_cglmp_dimension",,15,11,3,3,,,2,0.27,
Function,"helper.tests.test_npa_hierarchy.test_cglmp_inequality",,12,8,3,1,,,0,0.38,
Function,"helper.tests.test_npa_hierarchy.test_gen_words_intermediate_hierarchy",,21,13,5,1,,,0,0.38,
Function,"helper.tests.test_update_odometer.test_update_odometer",,3,2,1,1,,,0,0.50,
Function,"helper.update_odometer.update_odometer",,71,15,43,5,,,3,2.87,
Module File,"helstrom_holevo.py",2,65,6,43,0,2,,1,7.17,2
Module File,"hilbert_schmidt.py",2,46,6,26,0,2,,1,4.33,2
Module File,"hilbert_schmidt_inner_product.py",1,43,3,25,0,1,,0,8.33,1
Module File,"horodecki.py",5,161,42,96,0,5,,1,2.29,5
Module File,"in_separable_ball.py",3,84,10,53,0,3,,1,5.30,3
Module File,"is_anti_hermitian.py",1,67,4,43,0,1,,0,10.75,1
Module File,"is_antidistinguishable.py",1,68,6,40,0,1,,0,6.67,1
Module File,"is_block_positive.py",7,108,32,56,0,7,,1,1.75,7
Module File,"is_circulant.py",4,54,11,29,0,4,,2,2.64,4
Module File,"is_commuting.py",1,79,3,54,0,1,,0,18.00,1
Module File,"is_completely_positive.py",2,94,12,57,0,2,,1,4.75,2
Module File,"is_density.py",1,72,4,49,0,1,,0,12.25,1
Module File,"is_diagonal.py",2,78,8,48,0,2,,1,6.00,2
Module File,"is_diagonally_dominant.py",3,68,9,40,0,3,,1,4.44,3
Module File,"is_distinguishable.py",1,51,5,31,0,1,,0,6.20,1
Module File,"is_ensemble.py",3,65,9,36,0,3,,2,4.00,3
Module File,"is_extremal.py",8,94,27,45,0,8,,2,1.67,8
Module File,"is_herm_preserving.py",3,82,13,48,0,3,,1,3.69,3
Module File,"is_hermitian.py",2,68,6,42,0,2,,1,7.00,2
Module File,"is_idempotent.py",2,63,6,40,0,2,,1,6.67,2
Module File,"is_identity.py",2,77,7,51,0,2,,1,7.29,2
Module File,"is_linearly_independent.py",1,46,3,32,0,1,,0,10.67,1
Module File,"is_mixed.py",1,44,4,26,0,1,,0,6.50,1
Module File,"is_mutually_orthogonal.py",2,75,9,45,0,2,,1,5.00,2
Module File,"is_mutually_unbiased_basis.py",7,104,17,64,0,7,,5,3.76,7
Module File,"is_nonnegative.py",5,54,12,29,0,5,,2,2.42,5
Module File,"is_normal.py",2,77,6,50,0,2,,1,8.33,2
Module File,"is_npt.py",1,44,4,27,0,1,,0,6.75,1
Module File,"is_orthonormal.py",1,43,5,28,0,1,,0,5.60,1
Module File,"is_permutation.py",4,67,8,40,0,4,,2,5.00,4
Module File,"is_positive.py",2,80,11,47,0,2,,1,4.27,2
Module File,"is_positive.py",1,37,3,22,0,1,,0,7.33,1
Module File,"is_positive_definite.py",3,69,10,42,0,3,,2,4.20,3
Module File,"is_positive_semidefinite.py",2,61,7,37,0,2,,1,5.29,2
Module File,"is_povm.py",4,108,12,72,0,4,,2,6.00,4
Module File,"is_ppt.py",3,92,15,56,0,3,,1,3.73,3
Module File,"is_product.py",5,139,53,54,0,11,,3,1.02,16
Module File,"is_projection.py",2,69,6,43,0,2,,1,7.17,2
Module File,"is_pseudo_hermitian.py",4,86,11,50,0,4,,1,4.55,4
Module File,"is_pseudo_unitary.py",4,88,12,50,0,4,,1,4.17,4
Module File,"is_pure.py",4,79,10,50,0,4,,3,5.00,4
Module File,"is_quantum_channel.py",2,80,11,49,0,2,,1,4.45,2
Module File,"is_separable.py",33,313,165,101,0,33,,4,0.61,33
Module File,"is_square.py",2,60,5,38,0,2,,1,7.60,2
Module File,"is_stochastic.py",7,87,17,52,0,7,,3,3.06,7
Module File,"is_symmetric.py",2,71,6,45,0,2,,1,7.50,2
Module File,"is_totally_positive.py",10,80,22,38,0,10,,5,1.73,10
Module File,"is_trace_preserving.py",3,106,21,58,0,3,,1,2.76,3
Module File,"is_unextendible_product_basis.py",9,117,34,59,0,9,,4,1.74,9
Module File,"is_unital.py",1,69,13,38,0,1,,0,2.92,1
Module File,"is_unitary.py",6,91,17,52,0,6,,2,3.06,6
Module File,"is_unitary.py",2,87,9,53,0,2,,1,5.89,2
Module File,"isotropic.py",1,66,5,46,0,1,,0,9.20,1
Module File,"kp_norm.py",2,46,7,26,0,2,,1,3.71,2
Module File,"kraus_to_choi.py",1,72,14,40,0,1,,0,2.86,1
Module File,"l1_norm_coherence.py",1,53,5,32,0,1,,0,6.40,1
Module File,"log_negativity.py",6,79,28,31,0,6,,2,1.11,6
Module File,"majorizes.py",9,92,28,42,0,9,,2,1.50,9
Package,"matrices",0,0,0,0,,0,,0,,0
Package,"matrices",0,0,0,0,,0,,0,,0
Package,"matrices",0,0,0,0,,0,,0,,0
Package,"matrices",0,0,0,0,,0,,0,,0
Package,"matrices",0,13,11,1,,0,,0,,0
Package,"matrices",1,40,3,25,,1,,0,,1
Package,"matrices",1,59,7,38,,1,,0,,1
Package,"matrices",1,60,6,40,,1,,0,,1
Package,"matrices",11,124,27,79,,11,,1,,11
Package,"matrices",4,85,19,46,,4,,2,,4
Package,"matrices",0,0,0,0,,0,,0,,0
Package,"matrices",1,80,7,52,,1,,0,,1
Package,"matrices",1,55,3,38,,1,,0,,1
Package,"matrices",1,58,6,36,,1,,0,,1
Package,"matrices",2,63,11,33,,2,,1,,3
Package,"matrices",7,117,21,67,,7,,2,,7
Package,"matrices",2,47,5,29,,2,,0,,2
Package,"matrices",0,1,0,1,,0,,0,,0
Package,"matrices",0,0,0,0,,0,,0,,0
Package,"matrices",0,0,0,0,,0,,0,,0
Package,"matrices",0,0,0,0,,0,,0,,0
Package,"matrices",0,0,0,0,,0,,0,,0
Package,"matrices",0,0,0,0,,0,,0,,0
Package,"matrices",0,0,0,0,,0,,0,,0
Package,"matrices",0,0,0,0,,0,,0,,0
Package,"matrices",0,0,0,0,,0,,0,,0
Package,"matrices",0,0,0,0,,0,,0,,0
Package,"matrices",0,0,0,0,,0,,0,,0
Package,"matrices",0,0,0,0,,0,,0,,0
Package,"matrices",0,0,0,0,,0,,0,,0
Package,"matrices",0,0,0,0,,0,,0,,0
Package,"matrices",0,0,0,0,,0,,0,,0
Package,"matrices",0,0,0,0,,0,,0,,0
Package,"matrices",0,0,0,0,,0,,0,,0
Package,"matrices",0,0,0,0,,0,,0,,0
Package,"matrices",0,0,0,0,,0,,0,,0
Package,"matrices",0,0,0,0,,0,,0,,0
Function,"matrices.cnot.cnot",,35,2,24,1,,,0,12.00,
Function,"matrices.cyclic_permutation_matrix.cyclic_permutation_matrix",,54,6,37,1,,,0,6.17,
Function,"matrices.fourier.fourier",,55,5,39,1,,,0,7.80,
Function,"matrices.gell_mann.gell_mann",,118,25,78,11,,,1,3.12,
Function,"matrices.gen_gell_mann.gen_gell_mann",,80,18,45,4,,,2,2.50,
Function,"matrices.gen_pauli.gen_pauli",,73,5,51,1,,,0,10.20,
Function,"matrices.gen_pauli_x.gen_pauli_x",,50,2,37,1,,,0,18.50,
Function,"matrices.gen_pauli_z.gen_pauli_z",,51,4,35,1,,,0,8.75,
Function,"matrices.hadamard._hamming_distance",,13,6,5,2,,,1,0.83,
Function,"matrices.hadamard.hadamard",,43,4,27,1,,,0,6.75,
Function,"matrices.pauli.pauli",,109,18,66,7,,,2,3.67,
Function,"matrices.standard_basis.standard_basis",,42,4,28,2,,,0,7.00,
Package,"matrices.tests",0,1,0,1,,0,,0,,0
Package,"matrices.tests",1,13,7,2,,1,,0,,1
Package,"matrices.tests",2,35,19,7,,2,,1,,5
Package,"matrices.tests",1,15,7,2,,1,,0,,1
Package,"matrices.tests",1,103,54,12,,1,,1,,11
Package,"matrices.tests",1,91,52,10,,1,,0,,9
Package,"matrices.tests",1,47,26,7,,1,,0,,3
Package,"matrices.tests",1,67,58,3,,1,,0,,2
Package,"matrices.tests",1,49,40,3,,1,,0,,2
Package,"matrices.tests",1,59,41,6,,1,,0,,5
Package,"matrices.tests",1,99,54,12,,1,,0,,11
Package,"matrices.tests",1,23,12,3,,1,,0,,2
Function,"matrices.tests.test_cnot.test_cnot",,6,5,1,1,,,0,0.20,
Function,"matrices.tests.test_cyclic_permutation_matrix.test_cyclic_permutation_matrix_checks",,12,8,3,2,,,1,0.38,
Function,"matrices.tests.test_cyclic_permutation_matrix.test_cyclic_permutation_matrix_fixed",,5,4,1,1,,,0,0.25,
Function,"matrices.tests.test_cyclic_permutation_matrix.test_cyclic_permutation_matrix_successive",,7,5,2,2,,,1,0.40,
Function,"matrices.tests.test_fourier.test_fourier_dim_2",,8,5,1,1,,,0,0.20,
Function,"matrices.tests.test_gell_mann.test_gell_mann_idx_0",,7,5,1,1,,,0,0.20,
Function,"matrices.tests.test_gell_mann.test_gell_mann_idx_1",,7,5,1,1,,,0,0.20,
Function,"matrices.tests.test_gell_mann.test_gell_mann_idx_2",,7,5,1,1,,,0,0.20,
Function,"matrices.tests.test_gell_mann.test_gell_mann_idx_3",,7,5,1,1,,,0,0.20,
Function,"matrices.tests.test_gell_mann.test_gell_mann_idx_4",,8,5,1,1,,,0,0.20,
Function,"matrices.tests.test_gell_mann.test_gell_mann_idx_5",,8,5,1,1,,,0,0.20,
Function,"matrices.tests.test_gell_mann.test_gell_mann_idx_6",,8,5,1,1,,,0,0.20,
Function,"matrices.tests.test_gell_mann.test_gell_mann_idx_7",,8,5,1,1,,,0,0.20,
Function,"matrices.tests.test_gell_mann.test_gell_mann_idx_8",,7,5,1,1,,,0,0.20,
Function,"matrices.tests.test_gell_mann.test_gell_mann_invalid_idx",,4,3,1,1,,,1,0.33,
Function,"matrices.tests.test_gell_mann.test_gell_mann_sparse",,4,3,1,1,,,0,0.33,
Function,"matrices.tests.test_gen_gell_mann.test_gell_mann_2",,6,4,1,1,,,0,0.25,
Function,"matrices.tests.test_gen_gell_mann.test_gell_mann_dim_3_1",,7,5,1,1,,,0,0.20,
Function,"matrices.tests.test_gen_gell_mann.test_gell_mann_dim_3_2",,7,5,1,1,,,0,0.20,
Function,"matrices.tests.test_gen_gell_mann.test_gell_mann_dim_3_3",,13,11,1,1,,,0,0.09,
Function,"matrices.tests.test_gen_gell_mann.test_gell_mann_dim_4_1",,7,5,1,1,,,0,0.20,
Function,"matrices.tests.test_gen_gell_mann.test_gell_mann_identity",,7,5,1,1,,,0,0.20,
Function,"matrices.tests.test_gen_gell_mann.test_gell_mann_pauli_x",,7,5,1,1,,,0,0.20,
Function,"matrices.tests.test_gen_gell_mann.test_gell_mann_pauli_y",,7,5,1,1,,,0,0.20,
Function,"matrices.tests.test_gen_gell_mann.test_gell_mann_pauli_z",,7,5,1,1,,,0,0.20,
Function,"matrices.tests.test_gen_pauli.test_gen_pauli_0_1_2",,12,8,2,1,,,0,0.25,
Function,"matrices.tests.test_gen_pauli.test_gen_pauli_1_0_2",,12,8,2,1,,,0,0.25,
Function,"matrices.tests.test_gen_pauli.test_gen_pauli_1_1_2",,12,8,2,1,,,0,0.25,
Function,"matrices.tests.test_gen_pauli_x.test_shape",,3,2,1,1,,,0,0.50,
Function,"matrices.tests.test_gen_pauli_x.test_values",,3,2,1,1,,,0,0.50,
Function,"matrices.tests.test_gen_pauli_z.test_shape",,3,2,1,1,,,0,0.50,
Function,"matrices.tests.test_gen_pauli_z.test_values",,3,2,1,1,,,0,0.50,
Function,"matrices.tests.test_hadamard.test_hadamard_0",,6,5,1,1,,,0,0.20,
Function,"matrices.tests.test_hadamard.test_hadamard_1",,6,5,1,1,,,0,0.20,
Function,"matrices.tests.test_hadamard.test_hadamard_2",,6,5,1,1,,,0,0.20,
Function,"matrices.tests.test_hadamard.test_hadamard_3",,21,20,1,1,,,0,0.05,
Function,"matrices.tests.test_hadamard.test_hadamard_4",,5,4,1,1,,,0,0.25,
Function,"matrices.tests.test_pauli.test_pauli_1",,7,5,1,1,,,0,0.20,
Function,"matrices.tests.test_pauli.test_pauli_2",,7,5,1,1,,,0,0.20,
Function,"matrices.tests.test_pauli.test_pauli_3",,7,5,1,1,,,0,0.20,
Function,"matrices.tests.test_pauli.test_pauli_i",,7,5,1,1,,,0,0.20,
Function,"matrices.tests.test_pauli.test_pauli_int_list",,7,5,1,1,,,0,0.20,
Function,"matrices.tests.test_pauli.test_pauli_int_sparse",,4,3,1,1,,,0,0.33,
Function,"matrices.tests.test_pauli.test_pauli_str_list",,7,5,1,1,,,0,0.20,
Function,"matrices.tests.test_pauli.test_pauli_str_sparse",,4,3,1,1,,,0,0.33,
Function,"matrices.tests.test_pauli.test_pauli_x",,7,5,1,1,,,0,0.20,
Function,"matrices.tests.test_pauli.test_pauli_y",,7,5,1,1,,,0,0.20,
Function,"matrices.tests.test_pauli.test_pauli_z",,7,5,1,1,,,0,0.20,
Function,"matrices.tests.test_standard_basis.test_standard_basis_2_d",,7,5,1,1,,,0,0.20,
Function,"matrices.tests.test_standard_basis.test_standard_basis_2_d_flatten",,7,5,1,1,,,0,0.20,
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,12,10,1,,0,,0,,0
Package,"matrix_ops",6,37,13,16,,6,,2,,6
Package,"matrix_ops",3,36,10,17,,3,,2,,3
Package,"matrix_ops",8,163,36,90,,12,,3,,15
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",4,78,15,43,,4,,2,,4
Package,"matrix_ops",0,1,0,1,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",5,49,15,23,,5,,2,,5
Package,"matrix_ops",2,91,8,56,,2,,1,,2
Package,"matrix_ops",1,89,3,59,,1,,0,,1
Package,"matrix_ops",3,56,13,30,,3,,1,,3
Package,"matrix_ops",2,52,6,33,,2,,1,,2
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Package,"matrix_ops",0,0,0,0,,0,,0,,0
Function,"matrix_ops.calculate_vector_matrix_dimension.calculate_vector_matrix_dimension",,32,12,15,6,,,2,1.25,
Function,"matrix_ops.perturb_vectors.perturb_vectors",,28,9,14,3,,,2,1.56,
Function,"matrix_ops.tensor.tensor",,158,35,89,12,,,3,2.54,
Function,"matrix_ops.tensor.tensor.fast_exp",,9,8,2,3,,,1,0.25,
Function,"matrix_ops.tensor_comb.tensor_comb",,69,12,42,4,,,2,3.50,
Package,"matrix_ops.tests",0,1,0,1,,0,,0,,0
Package,"matrix_ops.tests",1,63,33,10,,1,,1,,9
Package,"matrix_ops.tests",2,67,48,8,,2,,1,,7
Package,"matrix_ops.tests",2,80,52,21,,4,,1,,6
Package,"matrix_ops.tests",1,44,28,7,,2,,1,,4
Package,"matrix_ops.tests",2,33,21,8,,2,,2,,2
Package,"matrix_ops.tests",1,20,12,4,,1,,0,,1
Package,"matrix_ops.tests",1,18,11,3,,1,,0,,1
Package,"matrix_ops.tests",1,46,30,6,,1,,1,,3
Package,"matrix_ops.tests",1,34,22,5,,1,,1,,3
Function,"matrix_ops.tests.test_calculate_vector_matrix_dimension.test_1d_vector_dimension",,4,3,1,1,,,0,0.33,
Function,"matrix_ops.tests.test_calculate_vector_matrix_dimension.test_2d_column_vector_dimension",,4,3,1,1,,,0,0.33,
Function,"matrix_ops.tests.test_calculate_vector_matrix_dimension.test_2d_row_vector_dimension",,4,3,1,1,,,0,0.33,
Function,"matrix_ops.tests.test_calculate_vector_matrix_dimension.test_higher_dimensional_array_error",,5,4,1,1,,,1,0.25,
Function,"matrix_ops.tests.test_calculate_vector_matrix_dimension.test_invalid_input_error",,5,4,1,1,,,1,0.25,
Function,"matrix_ops.tests.test_calculate_vector_matrix_dimension.test_non_square_matrix_error",,5,4,1,1,,,1,0.25,
Function,"matrix_ops.tests.test_calculate_vector_matrix_dimension.test_numpy_array_with_non_numeric_types",,4,3,1,1,,,0,0.33,
Function,"matrix_ops.tests.test_calculate_vector_matrix_dimension.test_single_element_array_dimension",,4,3,1,1,,,0,0.33,
Function,"matrix_ops.tests.test_calculate_vector_matrix_dimension.test_square_matrix_dimension",,4,3,1,1,,,0,0.33,
Function,"matrix_ops.tests.test_perturb_vector.test_normalization",,6,5,1,2,,,1,0.20,
Function,"matrix_ops.tests.test_perturb_vector.test_output_size",,4,3,1,1,,,0,0.33,
Function,"matrix_ops.tests.test_perturb_vector.test_perturbation_effect",,5,4,1,2,,,1,0.25,
Function,"matrix_ops.tests.test_perturb_vector.test_zero_perturbation",,5,4,1,2,,,1,0.25,
Function,"matrix_ops.tests.test_tensor.test_tensor_empty_args",,4,3,1,1,,,1,0.33,
Function,"matrix_ops.tests.test_tensor.test_tensor_multiple_input",,11,10,1,4,,,1,0.10,
Function,"matrix_ops.tests.test_tensor_comb.test_tensor_comb",,5,4,1,2,,,1,0.25,
Function,"matrix_ops.tests.test_tensor_comb.test_tensor_comb_empty_states",,4,3,1,1,,,1,0.33,
Function,"matrix_ops.tests.test_to_density_matrix.test_to_density_matrix",,8,7,1,2,,,2,0.14,
Function,"matrix_ops.tests.test_unvec.test_unvec",,3,2,1,1,,,0,0.50,
Function,"matrix_ops.tests.test_vec.test_vec",,3,2,1,1,,,0,0.50,
Function,"matrix_ops.tests.test_vectors_from_gram_matrix.test_vectors_from_gram_matrix",,4,3,1,1,,,0,0.33,
Function,"matrix_ops.tests.test_vectors_from_gram_matrix.test_vectors_from_gram_matrix_invalid_input",,4,3,1,1,,,1,0.33,
Function,"matrix_ops.tests.test_vectors_from_gram_matrix.test_vectors_from_gram_matrix_not_psd",,9,6,1,1,,,0,0.17,
Function,"matrix_ops.tests.test_vectors_to_gram_matrix.test_vectors_to_gram_matrix",,3,2,1,1,,,0,0.50,
Function,"matrix_ops.tests.test_vectors_to_gram_matrix.test_vectors_to_gram_matrix_invalid_input",,4,3,1,1,,,1,0.33,
Function,"matrix_ops.to_density_matrix.to_density_matrix",,44,14,22,5,,,2,1.57,
Function,"matrix_ops.unvec.unvec",,86,7,55,2,,,1,7.86,
Function,"matrix_ops.vec.vec",,84,2,58,1,,,0,29.00,
Function,"matrix_ops.vectors_from_gram_matrix.vectors_from_gram_matrix",,50,11,29,3,,,1,2.64,
Function,"matrix_ops.vectors_to_gram_matrix.vectors_to_gram_matrix",,47,5,32,2,,,1,6.40,
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,35,33,1,,0,,0,,0
Package,"matrix_props",6,64,17,31,,6,,2,,6
Package,"matrix_props",1,67,4,43,,1,,0,,1
Package,"matrix_props",7,108,32,56,,7,,1,,7
Package,"matrix_props",4,54,11,29,,4,,2,,4
Package,"matrix_props",1,79,3,54,,1,,0,,1
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",1,72,4,49,,1,,0,,1
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",2,78,8,48,,2,,1,,2
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",3,68,9,40,,3,,1,,3
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",2,68,6,42,,2,,1,,2
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",2,63,6,40,,2,,1,,2
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",2,77,7,51,,2,,1,,2
Package,"matrix_props",1,46,3,32,,1,,0,,1
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",5,54,12,29,,5,,2,,5
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",2,77,6,50,,2,,1,,2
Package,"matrix_props",1,43,5,28,,1,,0,,1
Package,"matrix_props",4,67,8,40,,4,,2,,4
Package,"matrix_props",1,37,3,22,,1,,0,,1
Package,"matrix_props",3,69,10,42,,3,,2,,3
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",2,61,7,37,,2,,1,,2
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",2,69,6,43,,2,,1,,2
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",4,86,11,50,,4,,1,,4
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",4,88,12,50,,4,,1,,4
Package,"matrix_props",2,60,5,38,,2,,1,,2
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",7,87,17,52,,7,,3,,7
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",2,71,6,45,,2,,1,,2
Package,"matrix_props",10,80,22,38,,10,,5,,10
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",2,87,9,53,,2,,1,,2
Package,"matrix_props",2,46,7,26,,2,,1,,2
